tr_key,language_code,pluralization_index,text,namespace,built_in
Useful,en,1,,,false
Amount (%{currency}),en,1,,,false
I am an employee or owner of this %{type},en,1,,,false
%{net_amount} was transferred from %{name} at Luleka to Paypal account %{account} on %{date}.,en,1,,,false
For security reasons we kindly ask you to repeat your sign in to reduce the risk of your account being abused.,en,1,,,false
It happened at,en,1,,,false
Change writing language from %{language},en,1,,,false
Next,en,1,,,false
*%{available}* of *%{balance} is available* to transfer from your Piggy Bank account,en,1,,,false
Create %{type},en,1,,,false
The total transfer amount was %{gross_amount} and a transaction fee of %{fee} was charged.,en,1,,,false
suspended,en,1,,,false
Jan,en,1,,abbreviated month,false
Post Comment,en,1,,,false
Solved,en,1,,,false
"a transaction fee may apply, which decreases the amount transferred",en,1,,,false
organization,en,1,,,false
Paypal transfer by %{name} using Paypal account %{account},en,1,,,false
about %d months,en,1,,,false
Feb,en,1,,abbreviated month,false
No Responses,en,1,,,false
Open,en,1,,,false
Paypal Account,en,1,,,false
This is a?,en,1,,,false
What is a Purchase Order?,en,1,,,false
Mar,en,1,,abbreviated month,false
Close Preview,en,1,,,false
Experts,en,1,,,false
Destination Account,en,1,,,false
agency,en,1,,,false
 and,en,1, and ,to_sentence,false
A Purchase Order contains a list of items you have bought on Luleka.,en,1,,,false
"Welcome to Luleka, the independent service community with integrated marketplace for those seeking advice and advisors.",en,1,,,false
Apr,en,1,,abbreviated month,false
How does it make you feel?,en,1,,,false
All Cases,en,1,,,false
"Select your preferred deposit method, which enables us to transfer your funds immediately.",en,1,,,false
%d bid,en,0,no bids,,false
", and",en,1,", and ",to_sentence,false
What is a Sales Order?,en,1,,,false
Luleka is an independent service community with integrated marketplace for those seeking advice and advisors.,en,1,,,false
May,en,1,,abbreviated month,false
I am %{select} and feel %{emotion},en,1,,,false
Subject,en,1,,,false
a *transaction fee* of *%{fee}* applies for any outbound transfers to Paypal,en,1,,,false
%d bid,en,1,%d bid,,false
Invite by Email,en,1,,,false
"A Sales Order contains a list of items you have sold to a Luleka member, e.g. a reward you were given for solving a case.",en,1,,,false
Jun,en,1,,abbreviated month,false
"Select the base tone and add more adjectives on how it makes you feel, e.g. %{example}",en,1,,,false
Price,en,1,,,false
The amount will be transfered to the selected deposit account.,en,1,,,false
%d bid,en,2,%d bids,,false
You can invite any of your friends if you know their email address.,en,1,,,false
Jul,en,1,,abbreviated month,false
confident,en,1,,,false
This %{type} is similar to my %{type},en,1,,,false
Time,en,1,,,false
How can I transfer funds?,en,1,,,false
%d error,en,0,no errors,,false
Select language,en,1,,,false
Start by adding the %{type} name. Anyone can do it.,en,1,,,false
Aug,en,1,,abbreviated month,false
amused,en,1,,,false
Subscribe to this %{type}?,en,1,,,false
No cases found.,en,1,,,false
"Currently, you can use %{paypal} to transfer funds from your Piggy Bank to your real bank.",en,1,,,false
%d voucher,en,0,no voucher,,false
Add note...,en,1,,,false
%{type} name,en,1,,,false
Sep,en,1,,abbreviated month,false
unsure,en,1,,,false
Subscribe to %{type},en,1,,,false
In any case,en,1,,,false
Can I change the transfer currency?,en,1,,,false
%d voucher,en,1,%d voucher,,false
Personal Note,en,1,,,false
Oct,en,1,,abbreviated month,false
undecided,en,1,,,false
Subscribe,en,1,,,false
"No, the amount is denominated in the currency you selected when you signed up with us. However, your bank may convert the amount to the bank account's currency.",en,1,,,false
%d case,en,0,no cases,,false
A personalized note better explains why you want to invite your friend to join Luleka.,en,1,,,false
Nov,en,1,,abbreviated month,false
anxious,en,1,,,false
"""%{name}"" is not active, yet. Please check back with us soon.",en,1,,,false
Subscribers,en,1,,,false
Welcome!,en,1,,,false
Do you charge transaction fees?,en,1,,,false
%d case,en,1,%d case,,false
My Contacts,en,1,,,false
Dec,en,1,,abbreviated month,false
Post Reply,en,1,,,false
Join,en,1,,,false
A small transaction fee may apply to outbound transfers depending on the method you select.,en,1,,,false
%d case,en,2,%d cases,,false
"Luleka is the central hub for discussions around products, services, groups and organizations.",en,1,,,false
Add now,en,1,,,false
Sign In,en,1,,,false
Is the entire amount transferred?,en,1,,,false
%d person,en,0,no people,,false
"Work for ""%{name}""?",en,1,,,false
Cases,en,1,,,false
The amount you see on your destination account is the value you enter minus a transaction fee.,en,1,,,false
%d person,en,1,%d person,,false
Email to a friend,en,1,,,false
%d person,en,2,%d people,,false
Twitter this,en,1,,,false
Luleka in your country,en,1,,,false
Your settings were saved,en,1,,,false
%d employee,en,0,no employee,,false
Share on Facebook,en,1,,,false
About,en,1,,,false
You can select which kinds of notifications you want to receive from us. Notifications are sent to the email account you have provided us with.,en,1,,,false
%d employee,en,1,%d employee,,false
Support a new %{topic} at %{tier},en,1,,,false
Follow this %{type},en,1,,,false
Blog,en,1,,,false
General,en,1,,,false
%d employee,en,2,%d employees,,false
Start by adding the name of the %{topic},en,1,,,false
Follow,en,1,,,false
You have successfully subscribed to this %{type},en,1,,,false
Terms of Service,en,1,,,false
Would you like to receive the Luleka newsletters?,en,1,,,false
%d member,en,0,no member,,false
Join Beta Program Now!,en,1,,,false
%{topic} Name,en,1,,,false
%{votes} on this %{type},en,1,,,false
Unsubscribe from %{type},en,1,,,false
Privacy Policy,en,1,,,false
Are you interested in hearing about Luleka related promotions?,en,1,,,false
%d member,en,1,%d member,,false
Once you are enrolled into the beta program your account email will need to match the one here.,en,1,,,false
", ",en,1,,,false
This is how %{topics} of %{tier} are displayed,en,1,,,false
%{replies} made,en,1,,,false
This %{type} is not similar to my %{type},en,1,,,false
Notify me when someone follows me or a case of mine?,en,1,,,false
%d member,en,2,%d members,,false
Help,en,1,,,false
 and ,en,1,,,false
%{topic} described in,en,1,,,false
%{people} participating,en,1,,,false
Stop subscribing to this %{type}?,en,1,,,false
Consignee,en,1,,,false
Notify me when I am following a profile or case? ,en,1,,,false
%d product,en,0,no product,,false
Personalize Account,en,1,,,false
", and ",en,1,,,false
Multiple regions,en,1,,,false
%{employees} helping,en,1,,,false
You have successfully unsubscribed from this %{type},en,1,,,false
Promotion code,en,1,,,false
Notify me of comments I am making?,en,1,,,false
%d product,en,1,%d product,,false
Update your personal information.,en,1,,,false
%{topic} available in,en,1,,,false
Select the date and time when the incident occurred according to %{time_zone} time.,en,1,,,false
%{followers} watching,en,1,,,false
"We give businesses and consumers access to an on-demand customer service, and a scalable professional services workforce.",en,1,,intro,false
The following errors occured,en,1,,,false
Notify me of comments on content I have posted?,en,1,,,false
%d topic,en,0,no topic,,false
Male,en,1,male,gender,false
"You can upload an image, and describe the %{topic} in more detail",en,1,,,false
Usage Guidelines,en,1,,,false
%d follower,en,2,,,false
Businesses,en,1,,benefits,false
If you have received a voucher with a valid promotion code you can redeem it here.,en,1,,,false
Case Related,en,1,,,false
%d topic,en,1,%d topic,,false
Female,en,1,female,gender,false
can only be sent by Partners,en,1,,,false
%{type} Image,en,1,,,false
A few tips on how to post a good case:,en,1,,,false
%{visitors} seen,en,1,,,false
Logo,en,1,,,false
Get real with your clients,en,1,,benefits,false
You may have received a promotion code through a friend's invitation or other promotions.,en,1,,,false
Notify me when cases matching my profile become available?,en,1,,,false
%d topic,en,2,%d topics,,false
Etiquette,en,1,,,false
service,en,1,,,false
Be specific and clear. It's difficult to provide a great response to a vaguely formulated case.,en,1,,,false
"Customers have great input, are you ready to listen? Embrace your clients and get engaged in the  conversation.",en,1,,benefits,false
Enter your promotion code here,en,1,,,false
Notify me when someone requests a clarification?,en,1,,,false
topic,en,0,,,false
I prefer casual style,en,1,,,false
The description of %{type} goes here,en,1,,,false
Be courteous and thoughtful. Do not post your case that people may find insulting.,en,1,,,false
Participants,en,1,,,false
Increase Productivity,en,1,,benefits,false
Verification Code,en,1,,,false
Notify me when someone responds to my clarification request?,en,1,,,false
topic,en,1,topic,,false
"Do you prefer a more casual etiquette, like ""Hi %{casual_name}"" or a more formal style, like ""Dear %{formal_name}""?",en,1,,,false
"Assign meaningful tags for this %{type}, e.g. _gadget, music, portable_",en,1,,,false
Offering a monetary reward can help you get a more accurate response. Consider what you are willing to pay for a well researched response.,en,1,,,false
Matches,en,1,,,false
"The community ""%{name}"" has been activated",en,1,,,false
Cut down on repetitive support costs and get everyone in your organization on the same page.,en,1,,benefits,false
Enter the code to confirm you are human,en,1,,,false
Notify me on changes to my case?,en,1,,,false
topic,en,2,topics,,false
"This is the Web Address (URL) of %{type}, e.g. _http://apple.com/ipod_",en,1,,,false
%{slogan} for,en,1,,,false
Professional Service,en,1,,benefits,false
Enter the characters as suggested in the box. A %{captcha} helps us to restrict robots.,en,1,,,false
Notify me on answers I am posting?,en,1,,,false
product,en,0,,,false
Notify me on updates when I am following a profile or case? ,en,1,,,false
If you are an employee.,en,1,,,false
"Engage your staff, build loyalty  and trust through the power of community.",en,1,,benefits,false
Please confirm your Luleka account,en,1,,,false
Notify me on answers of cases I have posted?,en,1,,,false
product,en,2,products,,false
Change Profile URL,en,1,,,false
Community,en,1,,,false
"Your community ""%{name}"" has been registered",en,1,,,false
Monitor,en,1,,benefits,false
Change feeling from %{language},en,1,,,false
%d month,en,2,%d months,,false
Your email address was changed successfully.,en,1,,,false
You can customize the Web address to your profile page.,en,1,,,false
Overview,en,1,,,false
We will have to double check the details before making your community public. This may take 1-3 business days.,en,1,,,false
Gather ideas and feedback from your clients and monitor your brand.,en,1,,benefits,false
%{price} (%{unit_price} per %{unit}),en,1,%{price} (%{unit_price} per %{unit}),,false
There were problems changing your email address.,en,1,,,false
The URL to your profile on Luleka is,en,1,,,false
Join Community,en,1,,,false
Thanks for adding your community.,en,1,,,false
Start,en,1,,benefits,false
month,en,1,month,,false
Change Email Address,en,1,,,false
During our beta period only users who enroll in the beta program can register for a user account and use our service.,en,1,,,false
Confirm the new URL,en,1,,,false
Questions,en,1,,,false
pending,en,1,,,false
for free or %{link},en,1,,benefits,false
partner membership voucher,en,1,,,false
"To change the email address associated with your Luleka account, you will have to provide your new email address and password.",en,1,,,false
What is a Profile URL?,en,1,,,false
Ideas,en,1,,,false
Image and Logo,en,1,,,false
learn more,en,1,,benefits,false
%{type} from %{consignor} for %{description} (%{obfuscated_code}),en,1,,,false
Current Email,en,1,,,false
%d year,en,0,zero years,,false
The Profile %{url} is the Web address to a profile page on Luleka.,en,1,,,false
Problems,en,1,,,false
Site URL,en,1,,,false
Consumers,en,1,,benefits,false
Date,en,1,,,false
%d year,en,1,%d year,,false
Why can I change my Profile URL only once?,en,1,,,false
Welcome to Luleka. Here is our gift to you for joining us.,en,1,,,false
under consideration,en,1,,,false
Terms,en,1,,,false
Get satisfaction through people who care,en,1,,benefits,false
direct deposit,en,1,,,false
%d year,en,2,%d years,,false
"We only allow you to change the URL once, due to reasons for search engine optimization.",en,1,,,false
Change your password or request a new one.,en,1,,,false
Beta Program Application,en,1,,,false
completed,en,1,,,false
Ask other customers and employees who care about you instead of dealing with anonymous call center agents.,en,1,,benefits,false
authorize,en,1,,,false
%d day,en,0,zero days,,false
No items found.,en,1,,,false
exceeds 256KB image size,en,1,,,false
Thank you for your interest in joining our beta program.,en,1,,,false
not planned,en,1,,,false
Popular %{topics},en,1,,,false
Feedback,en,1,,benefits,false
purchase invoice,en,1,purchase invoice,,false
%d month,en,0,zero months,,false
"Please check your email account, possibly also your junk mail folder, and follow the instructions to continue.",en,1,,,false
share new,en,1,,,false
Topics,en,1,,,false
"Ask questions, report problems, share ideas or just give feedback about anything.",en,1,,benefits,false
paid,en,1,,,false
%d month,en,1,%d month,,false
Join Our Beta Program,en,1,,,false
During our private beta phase only a limited number of users can be accepted.,en,1,,,false
Your username may be displayed instead of your actual name. Make sure to pick a username that does not compromise your privacy.,en,1,,,false
Let People Find You,en,1,,benefits,false
Continue,en,1,,,false
capture,en,1,,,false
%d hour,en,0,zero hours,,false
Luleka is almost ready. Curious to see it in action? Join our beta program and help us to improve this exciting new service.,en,1,,,false
"We will review your registration and, if possible, confirm your account as fast as we can.",en,1,,,false
We will look for answers,en,1,,,false
Meet the most qualified people in the field that care about you.,en,1,,benefits,false
What is a voucher?,en,1,,,false
International Settings,en,1,,,false
%d hour,en,1,%d hour,,false
During our beta period only users who enroll in the beta program can register for a user account and use our services.,en,1,,,false
"If we are not able to accept you at this point, we will get back to you once the service is publicly available.",en,1,,,false
We will see if others have the same idea,en,1,,,false
Reward,en,1,,benefits,false
"A voucher contains a promotion code, which allows you to receive Luleka services free of charge.",en,1,,,false
Update your preferred language and time zone information here.,en,1,,,false
%d hour,en,2,%d hours,,false
We will look for solutions,en,1,,,false
"You decide if you want to fund your account, offer rewards, and get faster, more accurate responses.",en,1,,benefits,false
How can I redeem a voucher?,en,1,,,false
address,en,1,,,false
%d minute,en,0,zero minutes,,false
What makes you happy?,en,1,,,false
help desk community for,en,1,,,false
"%{people} have reported %{kases}, made %{responses}, and earned %{reputation}",en,1,,,false
"Enter your promotion code, select continue and follow the instructions on your screen.",en,1,,,false
Which languages do you speak?,en,1,,,false
%d minute,en,1,%d minute,,false
Start a case,en,1,,,false
%{count} people,en,1,,,false
How do I get a voucher?,en,1,,,false
"Your %{number} should include country and area code, like +1 (831) 431-1000",en,1,,,false
%d minute,en,2,%d minutes,,false
Add a topic,en,1,,,false
"Publish your case ""%{title}""",en,1,,,false
%{count} cases,en,1,,,false
"When other Luleka Partners invite you to become a friend, they can include a voucher for you to receive a free Partner Membership.",en,1,,,false
phone number,en,1,,,false
%d second,en,0,zero seconds,,false
Mr,en,0,,salutation,false
Guidelines,en,1,,,false
Username or Email,en,1,,,false
%{count} replies,en,1,,,false
%d error,en,1,%d error,,false
mobile number,en,1,,,false
%d second,en,1,%d second,,false
Mr,en,1,Mr,salutation,false
reported this problem,en,1,,,false
%{count} in reputation,en,1,,,false
Voucher,en,1,,,false
fax number,en,1,,,false
%d second,en,2,%d seconds,,false
Ms,en,0,,salutation,false
common,en,1,,,false
Who Cares?,en,1,,,false
Username,en,1,,,false
Personal Status,en,1,,,false
%d piece,en,0,no pieces,,false
Ms,en,1,Ms,salutation,false
being worked on,en,1,,,false
new,en,1,,,false
People most engaged in the network,en,1,,,false
Email,en,1,,,false
What's your profession?,en,1,,,false
%d piece,en,2,%d pieces,,false
male,en,0,,gender,false
offers reward,en,1,,,false
asked this question,en,1,,,false
Who Dares?,en,1,,,false
Password,en,1,,,false
Select the option that best matches your professional employment status.,en,1,,,false
%{price} (%{unit_price} per %{unit}),en,0,,,false
female,en,0,,gender,false
report new,en,1,,,false
"Communities, Companies, Groups, Cities",en,1,,,false
Confirm Password,en,1,,,false
"E.g. _Lawyer, Accountant_",en,1,,,false
month,en,0,,,false
", ",en,0,,to_sentence,false
"Comment posted on %{type} for ""%{title}""",en,1,,,false
"You must select whether you are reporting a problem, asking a question, giving praise or sharing an idea.",en,1,,,false
New Community,en,1,,,false
Birthdate,en,1,,,false
Professional Titel,en,1,,,false
month,en,2,months,,false
", ",en,1,", ",to_sentence,false
"Comment received on %{type} for ""%{title}""",en,1,,,false
Use the space below to describe your case in more detail.,en,1,,,false
"Expert answers, employees reaching out, frustration turning into praise",en,1,,,false
Account,en,1,,,false
Industry,en,1,,,false
piece,en,0,,,false
 and ,en,0,,to_sentence,false
%{name} added a %{type} %{time} ago,en,1,,,false
"The editor will assist you with some basic text decorations using %{markdown}, some HTML is also allowed.",en,1,,,false
Pricing,en,1,,,false
Fields marked with %{required} are required. Fields marked with %{lock} are private. You decide who is given authorization to view private data. Luleka will not share private information with third parties.,en,1,,,false
"E.g. _Attorney at Law_, _Director of Sales_",en,1,,,false
piece,en,1,piece,,false
", and ",en,0,,to_sentence,false
Aug [abbreviated month],en,1,,,false
Best for,en,1,,tiers,false
"Your username is visible if you decide to publish it, otherwise, it will be hidden to others. Make sure to pick a username that does not compromise your privacy.",en,1,,,false
"E.g. _Internet, Media, Automobile_",en,1,,,false
piece,en,2,pieces,,false
Edit Profile,en,1,,,false
Businesses or Groups just getting started,en,1,,tiers,false
"For security reasons, we allow email addresses to be used only once. You may later change your email address. Email addresses will never be shown to others, unless you decide to.",en,1,,,false
Academic Degrees,en,1,,,false
%d vote,en,0,no votes,,false
{time} ago,en,0,,,false
Shared Profile,en,1,,,false
Businesses that need tomoderate community content ,en,1,,tiers,false
"By providing your birthdate, you confirm that you are 18 years or older, the eligible age for using Luleka.",en,1,,,false
Universities,en,1,,,false
%d vote,en,1,%d vote,,false
{time} ago,en,1,{time} ago,,false
Apr [month],en,1,,,false
Businesses that need to manage and extend their brand ,en,1,,tiers,false
Preferred Language,en,1,,,false
"E.g. _Stanford University, University of Sydney_",en,1,,,false
%d vote,en,2,%d votes,,false
Employee Identification,en,1,,tiers,false
Preferred Currency,en,1,,,false
"e.g. _M.Sc. Computer Science, MBA_",en,1,,,false
%d visit,en,0,no visits,,false
%{name} %{verb} this %{type} %{time} ago,en,1,,,false
a growing number of people,en,1,,,false
Official Agents,en,1,,tiers,false
Gender,en,1,,,false
Description,en,1,,,false
%d contact,en,0,no contacts,,false
reported,en,1,,,false
community help desk,en,1,,,false
unlimited,en,1,,tiers,false
Time Zone,en,1,,,false
Language,en,1,,,false
%d contact,en,1,%d contact,,false
less than a minute,en,1,,,false
Administrative Control,en,1,,tiers,false
Preferences,en,1,,,false
Try to describe your case as concise as necessary and elaborate as possible.,en,1,,,false
%{status} %{type} with %{offer},en,1,,,false
Hosted on Your URL,en,1,,tiers,false
All preferences will be used to setup your Luleka account.,en,1,,,false
I am %{action} about,en,1,,,false
"In order to become a Partner, select from one of the following options.",en,1,,,false
Inappropriate?,en,1,,,false
Management View,en,1,,tiers,false
Select...,en,1,,,false
reporting a problem,en,1,,,false
Person,en,1,,,false
%{type} description,en,1,,,false
Widgets for your Site,en,1,,tiers,false
Male,en,1,,,false
asking a question,en,1,,,false
Reply to this %{type},en,1,,,false
limited,en,1,,,false
Female,en,1,,,false
giving praise,en,1,,,false
Expertise,en,1,,,false
Add Comment,en,1,,,false
Tag it with words,en,1,,,false
Moderation Tools,en,1,,tiers,false
Terms and Conditions,en,1,,,false
sharing an idea,en,1,,,false
Professional Profile,en,1,,,false
Request Clarification,en,1,,,false
"Add words that describe your case, e.g. _%{example}_",en,1,,,false
Brand Analytics,en,1,,tiers,false
I understand and accept the %{terms_of_service_link} and %{data_protection_privacy_link} of Luleka.,en,1,,,false
undecided...,en,1,,,false
Enhance your profile with the professional expertise and business background you have. Some of the information below is required to become a Partner.,en,1,,,false
"Responses for ""%{title}""",en,1,,,false
Add Topic,en,1,,,false
Commercial API Access,en,1,,tiers,false
Data Protection & Privacy Policy,en,1,,,false
Preview,en,1,,,false
Your Expertise?,en,1,,,false
%{name} wants to add a %{type} now,en,1,,,false
Custom Visual Design,en,1,,tiers,false
"Sign me up to receive the ""Luleka"" newsletter",en,1,,,false
Select %{types},en,1,,,false
order,en,0,,,false
"Your profile will be matched against cases based on the expertise you are providing here.<br/>Example: _employment law, taxes, accountant_",en,1,,,false
Your account was closed.,en,1,,,false
response,en,1,,,false
Technical Support,en,1,,tiers,false
Cancel,en,1,,,false
problem,en,1,,,false
order,en,1,order,,false
Write a few words about yourself,en,1,,,false
You must enter your password and confirm to close your account.,en,1,,,false
Add your %{type},en,1,,,false
Community Support only,en,1,,tiers,false
Is Luleka free?,en,1,,,false
question,en,1,,,false
purchase order,en,0,,,false
"This will be published on your profile. You can format your text with markdown *bold*, _underline_, etc.",en,1,,,false
cannot respond to own case,en,1,,,false
Email Support,en,1,,tiers,false
Signing up to Luleka is absolutely free of charge.,en,1,,,false
purchase order,en,1,purchase order,,false
Reply to this problem,en,1,,,false
is too short (minimum is 3 characters),en,1,,,false
Phone/Email Support,en,1,,tiers,false
Why is it important to provide my birthdate?,en,1,,,false
idea,en,1,,,false
sales order,en,0,,,false
Tax Identification,en,1,,,false
Remove this case,en,1,,,false
01 [month],en,1,,,false
Compare Our Community Plans,en,1,,tiers,false
"Your birthdate confirms that you are 18 years or older, the eligible age for using Luleka.",en,1,,,false
"Describe your case in a few paragraphs. Some HTML is allowed and use easy text decoration with * *bold* * or _ _italics_ _,  %{see_more}",en,1,,,false
invoice,en,0,,,false
"It is your responsibility to declare taxable revenues in the country you registered. Your tax information is  never published or shared anywhere, except on invoices to your clients.",en,1,,,false
"Your offer is valid until the time you have set. Likewise, the auction ends once your offer ends.",en,1,,,false
Work for ...?,en,1,,,false
02 [month],en,1,,,false
choose which one is right for your business,en,1,,tiers,false
Why do I have to supply a preferred currency?,en,1,,,false
see more,en,1,,,false
invoice,en,1,invoice,,false
A valid Tax ID is a %{tax_names}.,en,1,,,false
Which %{org} product or service is it about?,en,1,,,false
start new,en,1,,,false
03 [month],en,1,,,false
Kickstart,en,1,,tiers,false
You will receive a Piggy Bank micro payment account denominated in the preferred currency you choose.,en,1,,,false
Add a short title,en,1,,,false
purchase invoice,en,0,,,false
", or ",en,1,,,false
Add new %{topic} at %{tier},en,1,,,false
Add your %{comment},en,1,,,false
Thanks. Your case was successfully posted.,en,1,,,false
start new topic,en,1,,,false
04 [month],en,1,,,false
free,en,1,,,false
What is a Piggy Bank?,en,1,,,false
"Give your case a short, meaningful and interesting title.",en,1,,,false
sales invoice,en,0,,,false
Business Address,en,1,,,false
Start by adding the name.,en,1,,,false
comment,en,1,,,false
Add another %{type},en,1,,,false
No topic found.,en,1,,,false
05 [month],en,1,,,false
Manage,en,1,,tiers,false
Your Piggy Bank allows you to make micro payments for service rewards and transfer funds from and to your real bank.,en,1,,,false
Change language from %{language},en,1,,,false
Your business information will only be shared with contacts you trust.,en,1,,,false
Organizations,en,1,,,false
Billed by,en,1,,,false
"We give businesses and customers access to an on-demand customer service, and a scalable professional services workforce. Select from thousands of cases and help whenever it is convenient.",en,1,,,false
start new product,en,1,,,false
06 [month],en,1,,,false
%{money} per month,en,1,,,false
Can I change the account currency?,en,1,,,false
The language I use is %{select},en,1,,,false
What is a Tax ID?,en,1,,,false
Order History,en,1,,,false
Get Results,en,1,,,false
07 [month],en,1,,,false
Custom,en,1,,tiers,false
You will not be able to change the currency of your Piggy Bank account later.,en,1,,,false
Category,en,1,,,false
"As Tax ID you may provide either a social security number (SSN), an employer identification number (EIN) or an individual tax identification number (ITIN).",en,1,,,false
from customers and employees,en,1,,,false
08 [month],en,1,,,false
Actual monthly Partner Membership fees may vary by the length of your subscription.,en,1,,tiers,false
Can I close my account?,en,1,,,false
Details,en,1,,,false
What if I don't provide my tax information?,en,1,,,false
%{role} at %{employer},en,1,,,false
09 [month],en,1,,,false
"Post and reply to cases, comment, vote and flag",en,1,,memberships,false
"When you decide to, you can close your account and all related content permanently.",en,1,,,false
This section is important to increase the likelihood of your case getting noticed.,en,1,,,false
Feedback.,en,1,,,false
Popular %{type},en,1,,,false
10 [month],en,1,,,false
Start or join communities,en,1,,memberships,false
Which browsers do you support?,en,1,,,false
It makes me feel?,en,1,,,false
You have successfully redeemed your voucher.,en,1,,,false
"Ask questions, report problems, share ideas or just give feedback about any company, product, community or location.",en,1,,,false
11 [month],en,1,,,false
Earn money from posting and voting,en,1,,memberships,false
"We support Firefox 2 or later, Internet Explorer 6 or later, and Safari 2 or later. We run on Mac, PC, or Linux.",en,1,,,false
The way you feel about the case will determine the severity of it.,en,1,,,false
Finished,en,1,,,false
three-month partner membership,en,1,,,false
Reward.,en,1,,,false
12 [month],en,1,,,false
Offer rewards,en,1,,memberships,false
%d error,en,2,%d errors,,false
Categorize your case,en,1,,,false
You have been signed up as new Partner.,en,1,,,false
%d minutes,en,1,,,false
"You decide if you want to fund your account, offer rewards, and get faster, more accurate responses.",en,1,,,false
Invite people to join your network,en,1,,memberships,false
User,en,1,,,false
You have selected:,en,1,,,false
Your Partner Membership will expire on %{date}.,en,1,,,false
Let People Find You,en,1,,,false
%d Responses,en,1,,,false
Professional profile page,en,1,,memberships,false
Add tags,en,1,,,false
Please review your order below.,en,1,,,false
Meet the most qualified people in organizations and communities that care about you.,en,1,,,false
%{name} replied %{time} ago,en,1,,,false
See who just visited your case or profile,en,1,,memberships,false
"Assign meaningful tags, e.g. _%{example}_",en,1,,,false
Number,en,1,,,false
or %{find},en,1,,,false
This reply is useful,en,1,,,false
Earn monetary rewards from answering cases,en,1,,memberships,false
If you have an account with us please sign in here.,en,1,,,false
rent,en,1,,,false
Status,en,1,,,false
Make Money,en,1,,,false
This reply is not useful,en,1,,,false
Monthly membership fee,en,1,,memberships,false
Forgot password?,en,1,,,false
land-lord,en,1,,,false
Billed to,en,1,,,false
with your support as Luleka Partner,en,1,,,false
Accept this Answer,en,1,,,false
The Difference in Memberships,en,1,,memberships,false
Remember me,en,1,,,false
security deposit,en,1,,,false
%{order} Items,en,1,,,false
%{timezone} your time zone.,en,1,,,false
"Anyone can help, but only Luleka Partners can work for money on cases that offer rewards.",en,1,,,false
Do you accept this answer?,en,1,,,false
choose between free and making money,en,1,,memberships,false
Login,en,1,,,false
Is it about an organization or company?,en,1,,,false
Subtotal,en,1,,,false
Find Interesting Work.,en,1,,,false
Reply to Clarification,en,1,,,false
Basic,en,1,,memberships,false
Sign Up,en,1,,,false
Find organization,en,1,,,false
Tax,en,1,,,false
Your changes were successful.,en,1,,,false
Select from thousands of cases you qualify for and help whenever it is convenient.,en,1,,,false
%d reply,en,1,,,false
Basic Membership,en,1,,memberships,false
All users must create an account before they can post.,en,1,,,false
Search,en,1,,,false
Total,en,1,,,false
Market Your Skills.,en,1,,,false
You are following this %{type} now,en,1,,,false
Partner,en,1,,memberships,false
Why should I sign up?,en,1,,,false
Start by typing an organization or company name.,en,1,,,false
Tax or Value Added Tax (VAT) applies to items marked with %{star}.,en,1,,,false
Enhance your profile with your track record of great work performed on helping out.,en,1,,,false
Stop following this %{type},en,1,,,false
Premium Membership,en,1,,memberships,false
Which organization or company is it about?,en,1,,,false
thousands of people,en,1,,,false
Real Money.,en,1,,,false
Don't have this %{type}?,en,1,,,false
Why Join the Partner Program?,en,1,,tiers,false
Which product or service is it about?,en,1,,,false
%{kases} powered by %{people},en,1,,,false
You are compensated for solving cases that offer monetary rewards. Earn dividends based on your contribution.,en,1,,,false
%d follower,en,1,,,false
Read about some of the %{benefits} of becoming a Luleka Partner.,en,1,,membership,false
Keep in touch with people that care about you.,en,1,,,false
Does it focus around a specific location?,en,1,,,false
Latest %{kase}:,en,1,,,false
Become a Partner,en,1,,,false
benefits,en,1,,memberships,false
Create Account,en,1,,,false
Location or Address,en,1,,,false
%{name} reported this problem %{time} ago,en,1,,,false
learn more,en,1,,,false
Actual monthly Partner Membership fees may vary by the length of your subscription.,en,1,,memberships,false
What is Luleka?,en,1,,,false
"Start by typing the address or set and drag the marker to choose a specific location, e.g. %{city}, %{address}, %{location}",en,1,,,false
Success Stories,en,1,,,false
No,en,1,,,false
Luleka is a customer satisfaction service that wants to change the way people interact with organizations and communities.,en,1,,,false
This location has been recorded.,en,1,,,false
%{product_name} added,en,1,,,false
"Add ""%{name}"" case",en,1,,,false
Expert answers,en,1,,,false
Do I need a credit card to sign up?,en,1,,,false
Is Luleka secure?,en,1,,,false
Fixed Price,en,1,,,false
Select your preferred payment method to purchase the chosen membership subscription.,en,1,,,false
Employees reaching out,en,1,,,false
Add a personal note,en,1,,,false
Can I sign up using a voucher?,en,1,,,false
We use 128-bit SSL encryption. For more information see our %{privacy_policy}.,en,1,,,false
Maximum Price,en,1,,,false
Select from one of the following payment methods,en,1,,,false
Frustration turned to praise,en,1,,,false
Copyright %{copysym} 2010 Luleka.,en,1,,,false
Yes,en,1,,,false
Welcome %{name}!,en,1,,,false
Offer Expiration,en,1,,,false
The payment amount is %{payment_amount}.,en,1,,,false
Please sign in,en,1,,,false
Start Your Own,en,1,,,false
Two ways to make money,en,1,,partners,false
Add credit?,en,1,,,false
Offer Type,en,1,,,false
Your available account balance is %{available}.,en,1,,,false
Great People,en,1,,,false
one great Partner Program,en,1,,partners,false
Sign Out,en,1,,,false
Reward,en,1,,,false
